subject,predicate,object
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym_3,Trigeminal neuralgia NOS (disorder)
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasExactSynonym_4,Trifacial neuralgia
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_12098,http://purl.obolibrary.org/obo/id,DOID:12098
http://purl.obolibrary.org/obo/DOID_12098,http://www.w3.org/2000/01/rdf-schema#comment,OMIM mapping confirmed by DO. [LS].
http://purl.obolibrary.org/obo/DOID_12098,http://www.w3.org/2000/01/rdf-schema#label,trigeminal neuralgia
http://purl.obolibrary.org/obo/DOID_12098,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_12098,Class ID_0,http://purl.obolibrary.org/obo/DOID_12098
http://purl.obolibrary.org/obo/BTO_0001742,Preferred Label,"[""jejunal mucosa""]"
http://purl.obolibrary.org/obo/BTO_0001742,Parents,http://purl.obolibrary.org/obo/BTO_0000642
http://purl.obolibrary.org/obo/BTO_0001742,Parents_0,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0001742,http://data.bioontology.org/metadata/prefixIRI,BTO:0001742
http://purl.obolibrary.org/obo/BTO_0001742,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0001742,http://purl.obolibrary.org/obo/id,BTO:0001742
http://purl.obolibrary.org/obo/BTO_0001742,http://www.w3.org/2000/01/rdf-schema#label,jejunal mucosa
http://purl.obolibrary.org/obo/BTO_0001742,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0001742,Class ID_0,http://purl.obolibrary.org/obo/BTO_0001742
http://www.drugtargetontology.org/dto/DTO_01300386,Preferred Label,"[""CACNA1F subfamily""]"
http://www.drugtargetontology.org/dto/DTO_01300386,Parents,http://www.drugtargetontology.org/dto/DTO_01300333
http://www.drugtargetontology.org/dto/DTO_01300386,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01300386
http://www.drugtargetontology.org/dto/DTO_01300386,http://www.w3.org/2000/01/rdf-schema#label,CACNA1F subfamily
http://www.drugtargetontology.org/dto/DTO_01300386,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01300386
http://purl.obolibrary.org/obo/BTO_0004094,Preferred Label,"[""epithelial ovarian cancer cell""]"
http://purl.obolibrary.org/obo/BTO_0004094,Definitions,Cancer that occurs in the cells on the surface of the ovary.
http://purl.obolibrary.org/obo/BTO_0004094,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0004094,Parents_0,http://purl.obolibrary.org/obo/BTO_0001023
http://purl.obolibrary.org/obo/BTO_0004094,definition,Cancer that occurs in the cells on the surface of the ovary.
http://purl.obolibrary.org/obo/BTO_0004094,http://data.bioontology.org/metadata/prefixIRI,BTO:0004094
http://purl.obolibrary.org/obo/BTO_0004094,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0004094,http://purl.obolibrary.org/obo/hasRelatedSynonym,ovarian epithelial cancer cell
http://purl.obolibrary.org/obo/BTO_0004094,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,EOC cell
http://purl.obolibrary.org/obo/BTO_0004094,http://purl.obolibrary.org/obo/id,BTO:0004094
http://purl.obolibrary.org/obo/BTO_0004094,http://www.w3.org/2000/01/rdf-schema#label,epithelial ovarian cancer cell
http://purl.obolibrary.org/obo/BTO_0004094,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0004094,Class ID_0,http://purl.obolibrary.org/obo/BTO_0004094
http://www.drugtargetontology.org/dto/DTO_02100113,Preferred Label,"[""Gamma-aminobutyric acid type B receptor subunit 1""]"
http://www.drugtargetontology.org/dto/DTO_02100113,Definitions,"A gamma-aminobutyric acid type B receptor subunit 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9UBS5] "
http://www.drugtargetontology.org/dto/DTO_02100113,Parents,http://www.drugtargetontology.org/dto/DTO_02300045
http://www.drugtargetontology.org/dto/DTO_02100113,definition,"A gamma-aminobutyric acid type B receptor subunit 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q9UBS5] "
http://www.drugtargetontology.org/dto/DTO_02100113,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100113
http://www.drugtargetontology.org/dto/DTO_02100113,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q9UBS5
http://www.drugtargetontology.org/dto/DTO_02100113,http://www.drugtargetontology.org/dto/geneSymbol,GABBR1
http://www.drugtargetontology.org/dto/DTO_02100113,http://www.drugtargetontology.org/dto/geneSynonym,GPRC3A
http://www.drugtargetontology.org/dto/DTO_02100113,http://www.drugtargetontology.org/dto/uniprot_xref,Q9UBS5
http://www.drugtargetontology.org/dto/DTO_02100113,http://www.w3.org/2000/01/rdf-schema#label,Gamma-aminobutyric acid type B receptor subunit 1
http://www.drugtargetontology.org/dto/DTO_02100113,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100113
http://www.drugtargetontology.org/dto/DTO_02100279,Preferred Label,"[""Neuropeptide FF receptor 2""]"
http://www.drugtargetontology.org/dto/DTO_02100279,Definitions,"A neuropeptide FF receptor 2 that is encoded in the genome of human. [PRO:WCB, UniProtKB:Q9Y5X5] "
http://www.drugtargetontology.org/dto/DTO_02100279,Parents,http://www.drugtargetontology.org/dto/DTO_02300069
http://www.drugtargetontology.org/dto/DTO_02100279,definition,"A neuropeptide FF receptor 2 that is encoded in the genome of human. [PRO:WCB, UniProtKB:Q9Y5X5] "
http://www.drugtargetontology.org/dto/DTO_02100279,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100279
http://www.drugtargetontology.org/dto/DTO_02100279,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q9Y5X5
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.drugtargetontology.org/dto/geneSymbol,NPFFR2
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.drugtargetontology.org/dto/geneSynonym,GPR74
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.drugtargetontology.org/dto/geneSynonym_0,NPFF2
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.drugtargetontology.org/dto/geneSynonym_1,NPGPR
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.drugtargetontology.org/dto/uniprot_xref,Q9Y5X5
http://www.drugtargetontology.org/dto/DTO_02100279,http://www.w3.org/2000/01/rdf-schema#label,Neuropeptide FF receptor 2
http://www.drugtargetontology.org/dto/DTO_02100279,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100279
http://www.drugtargetontology.org/dto/DTO_03200451,Preferred Label,"[""RIPK2 gene""]"
http://www.drugtargetontology.org/dto/DTO_03200451,Definitions,"This gene encodes a member of the receptor-interacting protein (RIP) family of serine/threonine protein kinases. The encoded protein contains a C-terminal caspase activation and recruitment domain (CARD), and is a component of signaling complexes in both the innate and adaptive immune pathways. It is a potent activator of NF-kappaB and inducer of apoptosis in response to various stimuli. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_03200451,Parents,http://www.drugtargetontology.org/dto/DTO_03400124
http://www.drugtargetontology.org/dto/DTO_03200451,definition,"This gene encodes a member of the receptor-interacting protein (RIP) family of serine/threonine protein kinases. The encoded protein contains a C-terminal caspase activation and recruitment domain (CARD), and is a component of signaling complexes in both the innate and adaptive immune pathways. It is a potent activator of NF-kappaB and inducer of apoptosis in response to various stimuli. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_03200451,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03200451
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.drugtargetontology.org/dto/entrez_xref,8767
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.drugtargetontology.org/dto/geneSymbol,RIPK2
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.drugtargetontology.org/dto/geneSynonym,CARDIAK
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.drugtargetontology.org/dto/geneSynonym_0,RICK
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.drugtargetontology.org/dto/geneSynonym_1,RIP2
http://www.drugtargetontology.org/dto/DTO_03200451,http://www.w3.org/2000/01/rdf-schema#label,RIPK2 gene
http://www.drugtargetontology.org/dto/DTO_03200451,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03200451
http://www.drugtargetontology.org/dto/DTO_01200213,Preferred Label,"[""KCNK1 gene""]"
http://www.drugtargetontology.org/dto/DTO_01200213,Definitions,"This gene encodes one of the members of the superfamily of potassium channel proteins containing two pore-forming P domains. The product of this gene has not been shown to be a functional channel, however, it may require other non-pore-forming proteins for activity. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200213,Parents,http://www.drugtargetontology.org/dto/DTO_01400359
http://www.drugtargetontology.org/dto/DTO_01200213,definition,"This gene encodes one of the members of the superfamily of potassium channel proteins containing two pore-forming P domains. The product of this gene has not been shown to be a functional channel, however, it may require other non-pore-forming proteins for activity. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200213,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01200213
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.drugtargetontology.org/dto/entrez_xref,3775
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.drugtargetontology.org/dto/geneSymbol,KCNK1
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.drugtargetontology.org/dto/geneSynonym,HOHO1
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.drugtargetontology.org/dto/geneSynonym_0,KCNO1
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.drugtargetontology.org/dto/geneSynonym_1,TWIK1
http://www.drugtargetontology.org/dto/DTO_01200213,http://www.w3.org/2000/01/rdf-schema#label,KCNK1 gene
http://www.drugtargetontology.org/dto/DTO_01200213,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01200213
http://purl.obolibrary.org/obo/BTO_0002694,Preferred Label,"[""leiomyoma cell""]"
http://purl.obolibrary.org/obo/BTO_0002694,Definitions,"A benign tumor derived from smooth muscle, most commonly of the uterus."
http://purl.obolibrary.org/obo/BTO_0002694,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0002694,definition,"A benign tumor derived from smooth muscle, most commonly of the uterus."
http://purl.obolibrary.org/obo/BTO_0002694,http://data.bioontology.org/metadata/prefixIRI,BTO:0002694
http://purl.obolibrary.org/obo/BTO_0002694,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0002694,http://purl.obolibrary.org/obo/hasRelatedSynonym,fibroid tumor cell
http://purl.obolibrary.org/obo/BTO_0002694,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,fibroid cell
http://purl.obolibrary.org/obo/BTO_0002694,http://purl.obolibrary.org/obo/id,BTO:0002694
http://purl.obolibrary.org/obo/BTO_0002694,http://www.w3.org/2000/01/rdf-schema#label,leiomyoma cell
http://purl.obolibrary.org/obo/BTO_0002694,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0002694,Class ID_0,http://purl.obolibrary.org/obo/BTO_0002694
http://purl.obolibrary.org/obo/DOID_14115,Preferred Label,"[""toxic shock syndrome""]"
http://purl.obolibrary.org/obo/DOID_14115,Definitions,"A commensal bacterial infectious disease that results_in infection, has_material_basis_in Streptococcus pyogenes or has_material_basis_in Staphylococcus aureus , which produce toxins that are absorbed systemically and produce the systemic manifestations. The infection has_symptom fever, has_symptom rash, has_symptom hypotension, has_symptom multiorgan failure, has_symptom desquamation, has_symptom vomiting, has_symptom diarrhea, has_symptom headache, and has_symptom nonfocal neurologic abnormalities."
http://purl.obolibrary.org/obo/DOID_14115,Parents,http://purl.obolibrary.org/obo/DOID_0050339
http://purl.obolibrary.org/obo/DOID_14115,definition,"A commensal bacterial infectious disease that results_in infection, has_material_basis_in Streptococcus pyogenes or has_material_basis_in Staphylococcus aureus , which produce toxins that are absorbed systemically and produce the systemic manifestations. The infection has_symptom fever, has_symptom rash, has_symptom hypotension, has_symptom multiorgan failure, has_symptom desquamation, has_symptom vomiting, has_symptom diarrhea, has_symptom headache, and has_symptom nonfocal neurologic abnormalities."
http://purl.obolibrary.org/obo/DOID_14115,http://data.bioontology.org/metadata/prefixIRI,DOID:14115
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref,NCI:C35498
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref_0,ICD10CM:A48.3
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref_1,UMLS_CUI:C0600327
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref_2,MESH:D012772
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref_3,SNOMEDCT_US_2016_03_01:18504008
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasDbXref_4,ICD9CM:040.82
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasExactSynonym,toxic shock
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasExactSynonym_0,Toxic shock syndrome (disorder)
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasExactSynonym_1,Toxic shock syndrome
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasExactSynonym_2,TSS
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasExactSynonym_3,Toxic Shock syndrome
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/id,DOID:14115
http://purl.obolibrary.org/obo/DOID_14115,http://purl.obolibrary.org/obo/inSubset,http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease
http://purl.obolibrary.org/obo/DOID_14115,http://www.w3.org/2000/01/rdf-schema#label,toxic shock syndrome
http://purl.obolibrary.org/obo/DOID_14115,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_14115,Class ID_0,http://purl.obolibrary.org/obo/DOID_14115
http://purl.obolibrary.org/obo/BTO_0000256,Preferred Label,"[""myoblast cell line""]"
http://purl.obolibrary.org/obo/BTO_0000256,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000256,http://data.bioontology.org/metadata/prefixIRI,BTO:0000256
http://purl.obolibrary.org/obo/BTO_0000256,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0000256,http://purl.obolibrary.org/obo/id,BTO:0000256
http://purl.obolibrary.org/obo/BTO_0000256,http://www.w3.org/2000/01/rdf-schema#label,myoblast cell line
http://purl.obolibrary.org/obo/BTO_0000256,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0000256,Class ID_0,http://purl.obolibrary.org/obo/BTO_0000256
http://purl.obolibrary.org/obo/DOID_11724,Preferred Label,"[""limb-girdle muscular dystrophy""]"
http://purl.obolibrary.org/obo/DOID_11724,Definitions,A muscular dystrophy that is characterized by weakening of the muscles of the hip and shoulders which comprise the limb girdle muscles.
http://purl.obolibrary.org/obo/DOID_11724,Parents,http://purl.obolibrary.org/obo/DOID_9884
http://purl.obolibrary.org/obo/DOID_11724,definition,A muscular dystrophy that is characterized by weakening of the muscles of the hip and shoulders which comprise the limb girdle muscles.
http://purl.obolibrary.org/obo/DOID_11724,http://data.bioontology.org/metadata/prefixIRI,DOID:11724
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref,ICD10CM:G71.0
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_0,ORDO:263
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:93153005
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:56096001
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_3,NCI:C84828
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_4,UMLS_CUI:C0686353
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasDbXref_5,MESH:D049288
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasExactSynonym,Leyden-Mbius muscular dystrophy
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasExactSynonym_0,limb girdle muscular dystrophy
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasExactSynonym_1,Erb's muscular dystrophy
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/id,DOID:11724
http://purl.obolibrary.org/obo/DOID_11724,http://purl.obolibrary.org/obo/inSubset,http://purl.obolibrary.org/obo/doid#DO_rare_slim
http://purl.obolibrary.org/obo/DOID_11724,http://www.w3.org/2000/01/rdf-schema#comment,"Xref MGI.
OMIM mapping confirmed by DO. [SN]."
http://purl.obolibrary.org/obo/DOID_11724,http://www.w3.org/2000/01/rdf-schema#label,limb-girdle muscular dystrophy
http://purl.obolibrary.org/obo/DOID_11724,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_11724,Class ID_0,http://purl.obolibrary.org/obo/DOID_11724
http://purl.obolibrary.org/obo/DOID_11722,Preferred Label,"[""myotonic dystrophy type 1""]"
